Hotel + Link,Booking,City,Dates,Mudit (¥),Mudit (₹),Nights,Person 1 (¥),Person 1 (₹),Person 2 (¥),Person 2 (₹),Total (¥),Total (₹),Type
https://www.airbnb.co.in/rooms/17822104?guests=1&adults=1&s=67&unique_share_id=9620af68-54f2-4fe0-a740-49f08f3373ac,,Wengen,"May 8, 2026 9:00 AM (GMT+5:30) → May 12, 2026 9:00 AM (GMT+5:30)",,,4,,,,,0,0,AirBnb
