City,Hotel + Link,Type,Booking,Nights,Dates,Total (₹),Total (¥)
Wengen,https://www.airbnb.co.in/rooms/17822104?guests=1&adults=1&s=67&unique_share_id=9620af68-54f2-4fe0-a740-49f08f3373ac,AirBnb,,4,"May 8, 2026 9:00 AM (GMT+5:30) → May 12, 2026 9:00 AM (GMT+5:30)",0,0
